 INFO [47:52,942 Creating new lazily initialized GenericApplicationContext for the portal
 WARN [47:55,513 No  license key found. This monitoring probe software is not licensed for production usage, and is only licensed for development usage. See LICENSE.txt for details. A temporary key will be generated for development usage. When the temporary key expires, the ing probe capability will be suspended but your ability to continue to use Ehcache will not be affected. Please contact sales@terracottatech.com to request a license.
 WARN [47:55,605 No  license key found. This monitoring probe software is not licensed for production usage, and is only licensed for development usage. See LICENSE.txt for details. A temporary key will be generated for development usage. When the temporary key expires, the ing probe capability will be suspended but your ability to continue to use Ehcache will not be affected. Please contact sales@terracottatech.com to request a license.
 INFO [47:56,726 Building JPA container EntityManagerFactory for persistence unit 'PortalDb'
 INFO [47:57,766 HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
 INFO [47:59,420 Adding destruction callback singleton for bean 'scopedTarget.sessionAttributesOverridesMap'
 INFO [47:59,809 Building JPA container EntityManagerFactory for persistence unit 'RawEventsDB'
 INFO [48:00,160 HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
 INFO [48:00,398 Building JPA container EntityManagerFactory for persistence unit 'AggrEventsDB'
 INFO [48:00,605 HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
 INFO [48:03,365 Created new lazily initialized GenericApplicationContext for the portal in 10423ms
Groovy Shell (1.8.5, JVM: 1.6.0_31)
Type 'help' or '\h' for help.
-------------------------------------------------------------------------------
groovy:000> portalEventAggregationManager.aggregateRawEvents()
 INFO [48:13,006 Attempting to resolve serverName using InetAddress.getLocalHost()
DEBUG [48:13,582 Found expected 1440 time dimensions
 INFO [48:13,623 Populating DateDimensions between 2012-01-01T00:00:00.000-06:00 and 2013-01-01T00:00:00.000-06:00
DEBUG [48:13,968 Last aggregation run on bohemia_yu9b clearing all aggregation caches
DEBUG [48:13,987 Starting aggregation of events between 2012-06-22T09:08:39.505-05:00 (inc) and 2012-06-27T12:47:43.000-05:00 (exc)
 INFO [48:14,100 Looking up bean 'referenceEntitySearcher' in ApplicationContext due to context not yet being initialized
 INFO [48:14,144 Looking up bean 'entityTypes' in ApplicationContext due to context not yet being initialized
 INFO [48:14,373 Looking up bean 'entityCachingService' in ApplicationContext due to context not yet being initialized
 INFO [48:14,383 Looking up bean 'personAttributeDao' in ApplicationContext due to context not yet being initialized
 INFO [48:14,392 Adding destruction callback singleton for bean 'scopedTarget.org.jasig.services.persondir.support.AdditionalDescriptors#52458f41'
 INFO [48:14,402 Adding destruction callback singleton for bean 'scopedTarget.org.jasig.services.persondir.support.AdditionalDescriptors#54c01e99'
 WARN [50:25,461 PAGS group=system-portal-ineligible contained person=dkim233, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:25,730 PAGS group=system-portal-ineligible contained person=zgraves, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:26,294 PAGS group=pags.users-employee-heritage-questionnaire contained person=kroppk03@uwosh.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:26,838 PAGS group=system-portal-ineligible contained person=arbenson2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:26,925 PAGS group=system-portal-ineligible contained person=wdking, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:27,061 PAGS group=system-portal-ineligible contained person=ahowen, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:27,177 PAGS group=system-portal-ineligible contained person=fernleygonza, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:27,230 PAGS group=pags.users-employee-heritage-questionnaire contained person=mbeckerjeck@uwlax.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:27,304 PAGS group=system-portal-ineligible contained person=dean3, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:27,419 PAGS group=system-portal-ineligible contained person=jtrussell2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:28,344 PAGS group=pags.users-employee-heritage-questionnaire contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:28,346 PAGS group=system-portal-ineligible contained person=guest, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:28,415 PAGS group=pags.users-employee-heritage-questionnaire contained person=ymzou@uwm.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:31,138 PAGS group=system-portal-ineligible contained person=starzak, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:31,669 PAGS group=system-portal-ineligible contained person=mjdyer2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:31,726 PAGS group=system-portal-ineligible contained person=jezo, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
DEBUG [50:33,146 Aggregated 2000 events, flush and clear RawEventsDB EntityManager.
 WARN [50:33,661 PAGS group=system-portal-ineligible contained person=krains, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:33,729 PAGS group=system-portal-ineligible contained person=lselep, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:33,767 PAGS group=pags.users-employee-heritage-questionnaire contained person=morganskt10@uww.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,084 PAGS group=system-portal-ineligible contained person=lzimny, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,201 PAGS group=system-portal-ineligible contained person=freehill, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,259 PAGS group=system-portal-ineligible contained person=zliu284, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,314 PAGS group=system-portal-ineligible contained person=aanderson23, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,352 PAGS group=system-portal-ineligible contained person=bbaumgart, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,401 PAGS group=system-portal-ineligible contained person=sesprecher, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:34,805 PAGS group=system-portal-ineligible contained person=ambretl, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:35,860 PAGS group=system-portal-ineligible contained person=konner, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:35,944 PAGS group=system-portal-ineligible contained person=hbjohnson2, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:35,996 PAGS group=pags.users-employee-heritage-questionnaire contained person=bradleytam@uwplatt.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:36,031 PAGS group=system-portal-ineligible contained person=jsheimler, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:36,570 PAGS group=pags.users-employee-heritage-questionnaire contained person=w3052250@uwrf.edu, but the person failed to be contained in ancesters of this group (parentGroup=pags.portal-activated). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:37,207 PAGS group=system-portal-ineligible contained person=dinelli, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:38,347 PAGS group=system-portal-ineligible contained person=jhovel, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:38,392 PAGS group=system-portal-ineligible contained person=cpmcmahon, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:38,651 PAGS group=system-portal-ineligible contained person=jmuller, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:38,712 PAGS group=system-portal-ineligible contained person=dramirez4, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:39,877 PAGS group=system-portal-ineligible contained person=wik, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:39,928 PAGS group=system-portal-ineligible contained person=philibeck, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:39,987 PAGS group=system-portal-ineligible contained person=cmanthe, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
DEBUG [50:40,033 Aggregated 3000 events, flush and clear RawEventsDB EntityManager.
 WARN [50:40,321 PAGS group=system-portal-ineligible contained person=mprell, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:40,862 PAGS group=system-portal-ineligible contained person=alkarcz, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
 WARN [50:41,239 PAGS group=system-portal-ineligible contained person=tharrell, but the person failed to be contained in ancesters of this group (parentGroup=pags.uw-system). This may indicate a misconfigured PAGS group store. Please check PAGSGroupStoreConfig.xml.
